Pharmacy Name,License Number,License Type,License Status,Expiration Date,City,State,County,Zip,LAT,LONG,isGovernment,isSatellite,Facility Type,Specialties,Conditions,Registered Outsourcer,Accreditations,URL
GOLETA VALLEY COTTAGE HOSPITAL,LSC 101829,Sterile Compounding Pharmacy,CLEAR,2025-04-01,SANTA BARBARA,CA,SANTA BARBARA,93111,34.449185,-119.804782,False,False,Medical Facility,,,,,
GOOD SAMARITAN HOSPITAL PHARMACY,LSC 100191,Sterile Compounding Pharmacy,CLEAR,2025-03-01,SAN JOSE,CA,SANTA CLARA,95124,37.256765,-121.922762,False,False,Medical Facility,,,,,
"GOOD SAMARITAN HOSPITAL, LP",LSC 101757,Sterile Compounding Pharmacy,CLEAR,2025-01-25,BAKERSFIELD,CA,KERN,93308,35.621087,-118.789677,False,False,Medical Facility,,,,,
GREATER EL MONTE COMMUNITY HOSPITAL PHARMACY IV ROOM,LSC 99986,Sterile Compounding Pharmacy,CLEAR,2026-01-01,SOUTH EL MONTE,CA,LOS ANGELES,91733,34.046243,-118.053748,False,False,Medical Facility,,,,,
GROSSMONT HOSPITAL PHARMACY HEART & VASCULAR TOWER LEVEL A,LSC 100960,Sterile Compounding Pharmacy,CLEAR,2025-09-01,LA MESA,CA,SAN DIEGO,91942,32.777999,-117.021511,False,False,Medical Facility,,,,,
HARTLEY MEDICAL CENTER PHARMACY INC,LSC 99011,Sterile Compounding Pharmacy,CLEAR,2025-05-01,LONG BEACH,CA,LOS ANGELES,90805,33.864617,-118.180567,False,False,Medical Facility,,,,,
HAZEL HAWKINS MEMORIAL HOSPITAL PHARMACY,LSE 100590,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-10-01,HOLLISTER,CA,SAN BENITO,95023,36.902045,-121.350783,True,False,Medical Facility,,,,,
HEALDSBURG HOSPITAL,LSC 101658,Sterile Compounding Pharmacy,CLEAR,2026-01-01,HEALDSBURG,CA,SONOMA,95448,38.622985,-122.889121,False,False,Medical Facility,,,,,
HEALIX INFUSION THERAPY LLC,NSC 101193,Nonresident Sterile Compounding Pharmacy,CLEAR,2025-03-01,SUGAR LAND,TX,,77478,29.620312, -95.605693,False,False,Infusion Center,,,,,
HEARTLAND HOME INFUSIONS INC D.B.A HHI INFUSION SERVICES,NSC 100909,Nonresident Sterile Compounding Pharmacy,CLEAR,2025-06-01,BURR RIDGE,IL,,60527,41.743074, -87.929214,False,False,Infusion Center,,,,,
HEMET GLOBAL MEDICAL CENTER FIRST FLOOR PHARMACY,LSC 100132,Sterile Compounding Pharmacy,CLEAR,2025-04-01,HEMET,CA,RIVERSIDE,92543,33.667301,-116.963506,False,False,Medical Facility,,,,,
HENRY MAYO NEWHALL HOSPITAL,LSC 101607,Sterile Compounding Pharmacy,CLEAR,2025-12-01,VALENCIA,CA,LOS ANGELES,91355,34.439855,-118.644401,False,False,Medical Facility,,,,,
HI-DESERT MEDICAL CENTER HOSPITAL PHARMACY,LSC 100865,Sterile Compounding Pharmacy,CLEAR,2025-07-01,JOSHUA TREE,CA,SAN BERNARDINO,92252,34.168333,-116.288431,False,False,Medical Facility,,,,,
HIGHLAND CARE PAVILLION PHARMACY,LSE 100492,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-08-01,OAKLAND,CA,ALAMEDA,94602,37.804320,-122.207545,True,False,Medical Facility,,,,,
HIGHLAND HOSPITAL PHARMACY,LSE 100402,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-08-01,OAKLAND,CA,ALAMEDA,94602,37.804320,-122.207545,True,False,Medical Facility,,,,,
HOAG HOSPITAL IRVINE,LSC 99640,Sterile Compounding Pharmacy,CLEAR,2025-07-01,IRVINE,CA,ORANGE,92618,33.666942,-117.732094,False,False,Medical Facility,,,,,
HOAG INFUSION CENTER PHARMACY,LSC 101000,Sterile Compounding Pharmacy,CLEAR,2025-10-01,IRVINE,CA,ORANGE,92618,33.666942,-117.732094,False,False,Medical Facility,,,,,
HOAG MEMORIAL PRESBYTERIAN PHARMACY,LSC 101810,Sterile Compounding Pharmacy,CLEAR,2025-10-01,NEWPORT BEACH,CA,ORANGE,92658,,,False,False,Medical Facility,,,,,
HOAG MEMORIAL PRESBYTERIAN PHARMACY,LSC 99926,Sterile Compounding Pharmacy,CLEAR,2025-10-01,NEWPORT BEACH,CA,ORANGE,92663,33.623208,-117.933903,False,False,Medical Facility,,,,,
HOPEWELL PHARMACY,NSC 101356,Nonresident Sterile Compounding Pharmacy,CLEAR,2025-04-01,HOPEWELL,NJ,,08525,40.397648, -74.779412,False,False,Sterile Compounding Pharmacy,,Autism,False,"PCAB, ACHC",https://www.hopewellrx.com
HOSPICARE PHARMACY INLAND EMPIRE,LSC 101163,Sterile Compounding Pharmacy,CLEAR,2025-03-01,PERRIS,CA,RIVERSIDE,92571,33.828396,-117.207660,False,False,Infusion Center,,,,,
HOSPICARE PHARMACY LOS ANGELES IV ROOM,LSC 101361,Sterile Compounding Pharmacy,CLEAR,2025-03-01,BURBANK,CA,LOS ANGELES,91505,34.173885,-118.346937,False,False,Infusion Center,,,,,
HUNTINGTON BEACH HOSPITAL,LSC 101475,Sterile Compounding Pharmacy,CLEAR,2025-11-01,HUNTINGTON BEACH,CA,ORANGE,92647,33.723228,-118.008692,False,False,Medical Facility,,,,,
HUNTINGTON HOSPITAL MAIN PHARMACY IV ROOM GROUND FLOOR,LSC 101636,Sterile Compounding Pharmacy,CLEAR,2025-08-01,PASADENA,CA,LOS ANGELES,91105,34.139460,-118.166649,False,False,Medical Facility,,,,,
HUNTINGTON HOSPITAL PEDIATRIC SATELLITE 1ST FLOOR,LSC 101635,Sterile Compounding Pharmacy,CLEAR,2025-08-01,PASADENA,CA,LOS ANGELES,91105,34.139460,-118.166649,False,False,Medical Facility,,,,,
HYGEIA LTC PHARMACY,LSC 100816,Sterile Compounding Pharmacy,CLEAR,2025-07-01,MONTEREY PARK,CA,LOS ANGELES,91754,34.052922,-118.143465,False,False,Sterile Compounding Pharmacy,"Long Term Care, Hospice, Adult Residential Facility (ARF), Residential Care Facility for the ELderly (RCFE), Intermediate Care Facility",,False,,https://hygeialtc.com
IMPRIMISRX,NSC 101151,Nonresident Sterile Compounding Pharmacy,CLEAR,2025-04-01,LEDGEWOOD,NJ,,07852,40.883268, -74.668029,False,False,Sterile Compounding Pharmacy,"Ophthalmology, IV Vitamin Therapy",,True,"VAWD, PCAB",https://www.imprimisrx.com/s/
INFUSERVE AMERICA INC,NSC 99521,Nonresident Sterile Compounding Pharmacy,CLEAR,2025-11-01,SAINT PETERSBURG,FL,,33716,27.875060, -82.648609,False,False,Sterile Compounding Pharmacy,"Clinical Trials, IV Vitamin Therapy",,False,PCAB,https://www.infuserveamerica.com
INFUSION CARE PHARMACY NORTH,LSC 99887,Sterile Compounding Pharmacy,CLEAR,2025-06-01,LONG BEACH,CA,LOS ANGELES,90806,33.805401,-118.187701,False,False,Infusion Center,,,,,
INFUSION CENTER OF ARROYO GRANDE,LSC 101384,Sterile Compounding Pharmacy,CLEAR,2025-03-01,ARROYO GRANDE,CA,SAN LUIS OBISPO,93420,35.176043,-120.476694,False,False,Infusion Center,,,,,
INFUSION CENTER OF SAN LUIS OBISPO,LSC 101350,Sterile Compounding Pharmacy,CLEAR,2025-02-01,SAN LUIS OBISPO,CA,SAN LUIS OBISPO,93401,35.235750,-120.615973,False,False,Infusion Center,,,,,
INFUSION CONNECTIONS PHARMACY SERVICES INC,LSC 99704,Sterile Compounding Pharmacy,CLEAR,2025-12-01,SANTA MONICA,CA,LOS ANGELES,90404,34.026608,-118.473643,False,False,Infusion Center,,,,,
INFUSIONRX,LSC 101276,Sterile Compounding Pharmacy,CLEAR,2025-02-01,VENTURA,CA,VENTURA,93003,34.283668,-119.223196,False,False,Infusion Center,,,,,
INLAND VALLEY MEDICAL CENTER MAIN PHARMACY 1ST FLOOR,LSC 100040,Sterile Compounding Pharmacy,CLEAR,2025-04-01,WILDOMAR,CA,RIVERSIDE,92595,33.617844,-117.259304,False,False,Medical Facility,,,,,
INNOVATIVE COMPOUNDING PHARMACY,LSC 99600,Sterile Compounding Pharmacy,CLEAR,2025-02-01,FOLSOM,CA,SACRAMENTO,95630,38.666597,-121.141635,False,False,Sterile Compounding Pharmacy,"Weight Loss, Hormone Replacement Therapy (HRT), Pain Management, Sports Medicine, Veterinary, Ophthalmology","Autoimmune Disease, Lyme Disease, Alzheimers, Ulcerative Colitis, Sjorgrens Sydrome, Fibromyalgia, Traumatic Brain Injury (TBI), Multiple Sclerosis, Crohn's Disease, Psoriasis, Chronic Pain, Hashimoto's, Parkinson's Disease, Arthritis, Grave's Disease, Eczema, Neuroinflammation, Irritable Bowel, Celiac Disease, Autism, Lupus, HIV/AIDs, Cancer, Seizure Disorders",False,"PCCA, IACP, CPhA, PCCA, A4PC",https://icpfolsom.com
INTEGRATED CARE SYSTEMS,LSC 100057,Sterile Compounding Pharmacy,CLEAR,2025-03-01,VISALIA,CA,TULARE,93291,36.391777,-119.372842,False,False,Infusion Center,,,,,
ISORX RADIOPHARMACY,LSC 99296,Sterile Compounding Pharmacy,CLEAR,2025-08-01,RICHMOND,CA,CONTRA COSTA,94804,37.916555,-122.341233,False,False,Sterile Compounding Pharmacy,"Nuclear Medicine, Molecular Imaging",Thyroid Disease,False,,http://www.isorx.com
IV LEAGUE,LSC 100532,Sterile Compounding Pharmacy,CLEAR,2025-02-01,CULVER CITY,CA,LOS ANGELES,90230,33.997862,-118.393617,False,False,Infusion Center,,,,,
JOHN F KENNEDY MEMORIAL HOSPITAL,LSC 100571,Sterile Compounding Pharmacy,CLEAR,2025-02-01,INDIO,CA,RIVERSIDE,92201,33.710984,-116.204844,False,False,Medical Facility,,,,,
JOHN MUIR HEALTH INFUSION PHARMACY,LSC 101842,Sterile Compounding Pharmacy,CLEAR,2025-02-01,WALNUT CREEK,CA,CONTRA COSTA,94598,37.899936,-121.999244,False,False,Infusion Center,,,,,
JOHN MUIR MEDICAL CENTER,LSC 101223,Sterile Compounding Pharmacy,CLEAR,2025-12-01,WALNUT CREEK,CA,CONTRA COSTA,94598,37.899936,-121.999244,False,False,Medical Facility,,,,,
JOHN MUIR MEDICAL CENTER CONCORD,LSC 99894,Sterile Compounding Pharmacy,CLEAR,2025-12-01,CONCORD,CA,CONTRA COSTA,94520,37.995285,-122.040627,False,False,Medical Facility,,,,,
JOHN MUIR MEDICAL CENTER WALNUT CREEK,LSC 99889,Sterile Compounding Pharmacy,CLEAR,2025-12-01,WALNUT CREEK,CA,CONTRA COSTA,94598,37.899936,-121.999244,False,False,Medical Facility,,,,,
JOHN MUIR MEDICAL CENTER WALNUT CREEK PEDIATRIC SATELLITE PHARM,LSC 101453,Sterile Compounding Pharmacy,CLEAR,2025-12-01,WALNUT CREEK,CA,CONTRA COSTA,94598,37.899936,-121.999244,False,False,Medical Facility,,,,,
JUBILANT DRAXIMAGE INC DBA JUBILANT RADIOPHARMA,LSC 101679,Sterile Compounding Pharmacy,CLEAR,2025-06-01,LOMA LINDA,CA,SAN BERNARDINO,92354,34.051177,-117.248563,False,False,Sterile Compounding Pharmacy,"Nuclear Medicine, Nuclear Cardiology, Molecular Imaging, Oncology, Clinical Trials","Cancer, Heart Disease, Lung Disease, Thyroid Disease, Bone Disease, Osteosarcoma, Chondrosarcoma, Ewing Sarcoma, Pulmonary Embolism",False,,https://www.jubilantradiopharma.com
JUBILANT DRAXIMAGE INC DBA JUBILANT RADIOPHARMA,LSC 101800,Sterile Compounding Pharmacy,CLEAR,2025-11-01,OAKLAND,CA,ALAMEDA,94607,37.807215,-122.301497,False,False,Sterile Compounding Pharmacy,"Nuclear Medicine, Nuclear Cardiology, Molecular Imaging, Oncology, Clinical Trials","Cancer, Heart Disease, Lung Disease, Thyroid Disease, Bone Disease, Osteosarcoma, Chondrosarcoma, Ewing Sarcoma, Pulmonary Embolism",False,,https://www.jubilantradiopharma.com
JUBILANT DRAXIMAGE INC DBA JUBILANT RADIOPHARMA,LSC 101678,Sterile Compounding Pharmacy,CLEAR,2025-06-01,COMMERCE,CA,LOS ANGELES,90040,33.994523,-118.149952,False,False,Sterile Compounding Pharmacy,"Nuclear Medicine, Nuclear Cardiology, Molecular Imaging, Oncology, Clinical Trials","Cancer, Heart Disease, Lung Disease, Thyroid Disease, Bone Disease, Osteosarcoma, Chondrosarcoma, Ewing Sarcoma, Pulmonary Embolism",False,,https://www.jubilantradiopharma.com
"KABAFUSION, LLC",LSC 101803,Sterile Compounding Pharmacy,CLEAR,2025-11-01,PLEASANTON,CA,ALAMEDA,94588,37.792682,-121.860590,False,False,Infusion Center,,,,,
"KABAFUSION, LLC",LSC 101804,Sterile Compounding Pharmacy,CLEAR,2025-11-01,CERRITOS,CA,LOS ANGELES,90703,33.867743,-118.069472,False,False,Infusion Center,,,,,
KAISER FDN HSP INP DISCHARGE PHY 39A 394,LSC 100263,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SAN RAFAEL,CA,MARIN,94903,38.022366,-122.555605,False,False,Medical Facility,,,,,
KAISER FDN HSP INP DISCHARGE PHY 39A 394,LSC 101830,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SAN RAFAEL,CA,MARIN,94903,38.022366,-122.555605,False,False,Medical Facility,,,,,
KAISER FDN HSP INP DISCHARGE PHY 72A 726,LSC 100255,Sterile Compounding Pharmacy,CLEAR,2025-11-01,FRESNO,CA,FRESNO,93720,36.862209,-119.760793,False,False,Medical Facility,,,,,
KAISER FDN HSP INP PHY 12A,LSC 101809,Sterile Compounding Pharmacy,CLEAR,2025-11-01,RICHMOND,CA,CONTRA COSTA,94801,37.952844,-122.381974,False,False,Medical Facility,,,,,
KAISER FDN HSP INP PHY 12A,LSC 100249,Sterile Compounding Pharmacy,CLEAR,2025-11-01,RICHMOND,CA,CONTRA COSTA,94801,37.952844,-122.381974,False,False,Medical Facility,,,,,
KAISER FDN HSP INP PHY 16A,LSC 100257,Sterile Compounding Pharmacy,CLEAR,2025-11-01,FREMONT,CA,ALAMEDA,94538,37.501368,-121.956753,False,False,Medical Facility,,,,,
KAISER FDN HSP INP PHY 16A,LSC 101580,Sterile Compounding Pharmacy,CLEAR,2025-11-01,FREMONT,CA,ALAMEDA,94538,37.501368,-121.956753,False,False,Medical Facility,,,,,
KAISER FDN HSP INP PHY 51A,LSC 101675,Sterile Compounding Pharmacy,CLEAR,2025-11-01,WALNUT CREEK,CA,CONTRA COSTA,94596,37.889098,-122.037553,False,False,Medical Facility,,,,,
KAISER FDN HSP INP PHY 51A FL 2 RM 213,LSC 100106,Sterile Compounding Pharmacy,CLEAR,2025-11-01,WALNUT CREEK,CA,CONTRA COSTA,94595,37.871950,-122.069383,False,False,Medical Facility,,,,,
KAISER FDN HSP INP PHY 51A FL 2 RM 23B13,LSC 100107,Sterile Compounding Pharmacy,CLEAR,2025-11-01,WALNUT CREEK,CA,CONTRA COSTA,94595,37.871950,-122.069383,False,False,Medical Facility,,,,,
KAISER FDN HSP INP PHY 60A,LSC 100252,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SACRAMENTO,CA,SACRAMENTO,95823,38.474099,-121.443454,False,False,Medical Facility,,,,,
KAISER FDN HSP INP/OUT DIS PHY 63A 634,LSC 100369,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SAN JOSE,CA,SANTA CLARA,95119,37.230327,-121.785227,False,False,Medical Facility,,,,,
KAISER FDN HSP INP/OUT HSP PHY 31A 315,LSC 101820,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SAN FRANCISCO,CA,SAN FRANCISCO,94115,37.785969,-122.437253,False,False,Medical Facility,,,,,
KAISER FDN HSP INP/OUT HSP PHY 31A 315,LSC 101628,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SAN FRANCISCO,CA,SAN FRANCISCO,94115,37.785969,-122.437253,False,False,Medical Facility,,,,,
KAISER FDN HSP INP/OUT HSP PHY 58A 584,LSC 101848,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SANTA ROSA,CA,SONOMA,95403,38.503685,-122.754057,False,False,Medical Facility,,,,,
KAISER FDN HSP INP/OUT HSP PHY 58A 584 FL 2 RM N2000,LSC 100085,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SANTA ROSA,CA,SONOMA,95403,38.503685,-122.754057,False,False,Medical Facility,,,,,
KAISER FDN HSP INP/OUT PHY 35A-355,LSC 101629,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SOUTH SAN FRANCISCO,CA,SAN MATEO,94080,37.655490,-122.422075,False,False,Medical Facility,,,,,
KAISER FDN HSP PHY 21A,LSC 100262,Sterile Compounding Pharmacy,CLEAR,2025-11-01,VALLEJO,CA,SOLANO,94589,38.187350,-122.224074,False,False,Medical Facility,,,,,
KAISER FDN HSP PHY 21A,LSC 101534,Sterile Compounding Pharmacy,CLEAR,2025-11-01,VALLEJO,CA,SOLANO,94589,38.187350,-122.224074,False,False,Medical Facility,,,,,
KAISER FOUND HOSP PHARMACY #49A,LSC 100251,Sterile Compounding Pharmacy,CLEAR,2025-11-01,MANTECA,CA,SAN JOAQUIN,95337,37.743039,-121.238380,False,False,Medical Facility,,,,,
KAISER FOUND HOSPITAL PHARMACY #054,LSC 101433,Sterile Compounding Pharmacy,CLEAR,2025-11-01,DOWNEY,CA,LOS ANGELES,90242,33.921793,-118.140588,False,False,Medical Facility,,,,,
"KAISER FOUND HOSPITAL PHARMACY #054 - FL-1, RM H13R32",LSC 100891,Sterile Compounding Pharmacy,CLEAR,2025-11-01,DOWNEY,CA,LOS ANGELES,90242,33.921793,-118.140588,False,False,Medical Facility,,,,,
KAISER FOUND HOSPITAL PHARMACY #85A,LSC 101418,Sterile Compounding Pharmacy,CLEAR,2025-11-01,MODESTO,CA,STANISLAUS,95356,37.718023,-121.032714,False,False,Medical Facility,,,,,
KAISER FOUND HOSPITAL PHRMCY #57A MAIN PHARMACY,LSC 100088,Sterile Compounding Pharmacy,CLEAR,2025-11-01,ANTIOCH,CA,CONTRA COSTA,94531,37.965765,-121.775818,False,False,Medical Facility,,,,,
KAISER FOUND HOSPITAL PHRMCY #67A,LSC 100253,Sterile Compounding Pharmacy,CLEAR,2025-11-01,VACAVILLE,CA,SOLANO,95688,38.408571,-122.022775,False,False,Medical Facility,,,,,
KAISER FOUND HOSPITAL PHRMCY #67A / 67B,LSC 101630,Sterile Compounding Pharmacy,CLEAR,2025-11-01,VACAVILLE,CA,SOLANO,95688,38.408571,-122.022775,False,False,Medical Facility,,,,,
KAISER FOUND HOSPITAL PHY #58B,LSC 100254,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SANTA ROSA,CA,SONOMA,95403,38.503685,-122.754057,False,False,Medical Facility,,,,,
KAISER FOUND HSP PHY #44B FLR 2 RM H2164,LSC 100100,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SANTA CLARA,CA,SANTA CLARA,95010,36.976175,-121.953160,False,False,Medical Facility,,,,,
KAISER FOUND HSP PHY #44B FLR 2 RM P2531A,LSC 100101,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SANTA CLARA,CA,SANTA CLARA,95010,36.976175,-121.953160,False,False,Medical Facility,,,,,
KAISER FOUND HSP PHY #44B MAIN PHARMACY,LSC 100099,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SANTA CLARA,CA,SANTA CLARA,95010,36.976175,-121.953160,False,False,Medical Facility,,,,,
KAISER FOUNDATION HLTH MOB 2 PHY #686,LSC 99104,Sterile Compounding Pharmacy,CLEAR,2025-11-01,STOCKTON,CA,SAN JOAQUIN,95210,38.030177,-121.297912,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL,LSC 101155,Sterile Compounding Pharmacy,CLEAR,2025-11-01,HARBOR CITY,CA,LOS ANGELES,90710,33.799904,-118.298661,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL 551,LSC 101482,Sterile Compounding Pharmacy,CLEAR,2025-11-01,BALDWIN PARK,CA,LOS ANGELES,91706,34.097410,-117.968269,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL 551 - MAIN,LSC 100331,Sterile Compounding Pharmacy,CLEAR,2025-11-01,BALDWIN PARK,CA,LOS ANGELES,91706,34.097410,-117.968269,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL IP MAIN PHARMACY,LSC 100482,Sterile Compounding Pharmacy,CLEAR,2025-11-01,LOS ANGELES,CA,LOS ANGELES,90034,34.030578,-118.399613,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL MAIN PHARMACY ROOM  #1047,LSC 100784,Sterile Compounding Pharmacy,CLEAR,2025-11-01,HARBOR CITY,CA,LOS ANGELES,90710,33.799904,-118.298661,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL PHARMACY,LSC 100407,Sterile Compounding Pharmacy,CLEAR,2025-11-01,LOS ANGELES,CA,LOS ANGELES,90027,34.127194,-118.295647,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL PHARMACY,LSC 101570,Sterile Compounding Pharmacy,CLEAR,2025-11-01,RIVERSIDE,CA,RIVERSIDE,92505,33.936193,-117.493881,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL PHARMACY #054 MAIN PHARMACY,LSC 100306,Sterile Compounding Pharmacy,CLEAR,2025-11-01,DOWNEY,CA,LOS ANGELES,90242,33.921793,-118.140588,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL PHARMACY #10A MAIN PHARMACY,LSC 100349,Sterile Compounding Pharmacy,CLEAR,2025-11-01,OAKLAND,CA,ALAMEDA,94611,37.829350,-122.203507,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL PHARMACY #247,LSC 101843,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SAN MARCOS,CA,SAN DIEGO,92078,33.117154,-117.180627,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL PHARMACY #28B/282,LSC 100362,Sterile Compounding Pharmacy,CLEAR,2025-11-01,FOLSOM,CA,SACRAMENTO,95630,38.666597,-121.141635,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL PHARMACY #367 MAIN PHARMACY,LSC 100371,Sterile Compounding Pharmacy,CLEAR,2025-11-01,ANAHEIM,CA,ORANGE,92806,33.837960,-117.870494,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL PHARMACY #372 MAIN PHARMACY,LSC 100372,Sterile Compounding Pharmacy,CLEAR,2025-11-01,IRVINE,CA,ORANGE,92618,33.666942,-117.732094,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL PHARMACY #37B/378 FL 3 MAIN PHARMACY,LSC 100641,Sterile Compounding Pharmacy,CLEAR,2025-11-01,REDWOOD CITY,CA,SAN MATEO,94063,37.493297,-122.195535,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL PHARMACY #529,LSC 100364,Sterile Compounding Pharmacy,CLEAR,2025-11-01,MORENO VALLEY,CA,RIVERSIDE,92555,33.889702,-117.113427,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL PHARMACY #61A MAIN PHARMACY,LSC 100281,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SACRAMENTO,CA,SACRAMENTO,95825,38.591897,-121.408467,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL PHARMACY #63C,LSC 101578,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SAN JOSE,CA,SANTA CLARA,95119,37.230327,-121.785227,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL PHARMACY #651,LSC 101571,Sterile Compounding Pharmacy,CLEAR,2025-11-01,ONTARIO,CA,SAN BERNARDINO,91761,34.035602,-117.591528,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL PHARMACY #71B,LSC 100367,Sterile Compounding Pharmacy,CLEAR,2025-11-01,RANCHO CORDOVA,CA,SACRAMENTO,95670,38.604268,-121.280327,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL PHARMACY #751,LSC 101064,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SAN DIEGO,CA,SAN DIEGO,92123,32.806794,-117.134930,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL PHARMACY #85A,LSC 100368,Sterile Compounding Pharmacy,CLEAR,2025-11-01,MODESTO,CA,STANISLAUS,95356,37.718023,-121.032714,False,False,Medical Facility,,,,,
"KAISER FOUNDATION HOSPITAL PHARMACY #92A FL 2, RM 2228",LSC 100182,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SAN LEANDRO,CA,ALAMEDA,94577,37.713275,-122.167350,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL PHARMACY #92A MAIN PHARMACY,LSC 100181,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SAN LEANDRO,CA,ALAMEDA,94577,37.713275,-122.167350,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL PHARMACY - MAIN PHARMACY,LSC 100329,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SAN DIEGO,CA,SAN DIEGO,92120,32.794714,-117.071764,False,False,Medical Facility,,,,,
"KAISER FOUNDATION HOSPITAL PHARMACY 151 - FL 2, RM 2126",LSC 100327,Sterile Compounding Pharmacy,CLEAR,2025-11-01,FONTANA,CA,SAN BERNARDINO,92335,34.085972,-117.464597,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL PHARMACY 151 - MAIN,LSC 100326,Sterile Compounding Pharmacy,CLEAR,2025-11-01,FONTANA,CA,SAN BERNARDINO,92335,34.085972,-117.464597,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL PHARMACY MAIN PHARMACY,LSC 100373,Sterile Compounding Pharmacy,CLEAR,2025-11-01,WOODLAND HILLS,CA,LOS ANGELES,91367,34.177311,-118.615704,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL PHARMACY MAIN PHARMACY,LSC 100365,Sterile Compounding Pharmacy,CLEAR,2025-11-01,RIVERSIDE,CA,RIVERSIDE,92505,33.936193,-117.493881,False,False,Medical Facility,,,,,
KAISER FOUNDATION HOSPITAL PHY #253 MAIN PHARMACY,LSC 100361,Sterile Compounding Pharmacy,CLEAR,2025-11-01,PANORAMA CITY,CA,LOS ANGELES,91402,34.222506,-118.444689,False,False,Medical Facility,,,,,
KAISER HEALTH PLAN PHARMACY NO 338,LSC 101631,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SAN FRANCISCO,CA,SAN FRANCISCO,94115,37.785969,-122.437253,False,False,Medical Facility,,,,,
KAISER HOSPITAL PHARMACY #59A FL-1 RM W1D06,LSC 100079,Sterile Compounding Pharmacy,CLEAR,2025-11-01,ROSEVILLE,CA,PLACER,95661,38.741074,-121.247693,False,False,Medical Facility,,,,,
KAISER HOSPITAL PHARMACY #59A MAIN PHARMACY,LSC 100077,Sterile Compounding Pharmacy,CLEAR,2025-11-01,ROSEVILLE,CA,PLACER,95661,38.741074,-121.247693,False,False,Medical Facility,,,,,
KAISER ONCOLOGY PHARMACY #060,LSC 101381,Sterile Compounding Pharmacy,CLEAR,2025-11-01,DUBLIN,CA,ALAMEDA,94568,37.715245,-121.914700,False,False,Medical Facility,,,,,
KAISER ONCOLOGY PHARMACY #104,LSC 99547,Sterile Compounding Pharmacy,CLEAR,2025-11-01,OAKLAND,CA,ALAMEDA,94611,37.829350,-122.203507,False,False,Medical Facility,,,,,
KAISER ONCOLOGY PHARMACY #247,LSC 99394,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SAN MARCOS,CA,SAN DIEGO,92078,33.117154,-117.180627,False,False,Medical Facility,,,,,
